customer,recency,frequency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
21-8AJ-12477,5,63,28828.58,2,2,3,223
21-8AJ-12479,8,86,51792.420000000006,2,2,2,222
21-8AJ-12484,2,40,29358.629999999997,1,3,3,133
21-8AJ-12485,11,137,107552.25000000007,2,1,1,211
21-8AJ-12486,51,10,6559.83,4,4,4,444
21-8AJ-12491,50,221,106989.3,4,1,1,411
21-8AJ-12494,48,110,147583.30000000002,3,1,1,311
21-8AJ-12499,9,138,79603.30000000006,2,1,1,211
21-8AJ-12500,21,38,28914.079999999994,3,3,3,333
21-8AJ-12509,4,118,97018.50999999998,2,1,1,211
21-8AJ-12518,2,241,139688.86,1,1,1,111
21-8AJ-12531,12,51,45596.280000000006,3,3,2,332
21-8AJ-12537,22,91,108403.86000000004,3,2,1,321
21-8AJ-12540,371,12,10753.19,4,4,4,444
21-8AJ-12545,6,36,38625.39,2,3,2,232
21-8AJ-12548,6,72,49940.879999999976,2,2,2,222
21-8AJ-12554,59,11,3879.6000000000004,4,4,4,444
21-8AJ-12555,371,14,3980.28,4,4,4,444
21-8AJ-12557,10,65,44256.419999999984,2,2,2,222
21-8AJ-12559,31,49,51922.66,3,3,2,332
21-8AJ-1256,1,207,173645.0199999998,1,1,1,111
21-8AJ-12561,12,41,28881.239999999994,3,3,3,333
21-8AJ-12564,6,114,40123.71000000002,2,1,2,212
21-8AJ-12575,370,91,35379.49,4,2,3,423
21-8AJ-12578,26,133,86994.83999999997,3,1,1,311
21-8AJ-12581,369,145,80691.66999999997,4,1,1,411
21-8AJ-12586,5,49,29246.28,2,3,3,233
21-8AJ-1259,6,84,61362.169999999984,2,2,2,222
21-8AJ-12598,37,5,4408.8099999999995,3,4,4,344
21-8AJ-12604,15,111,76484.31000000001,3,1,1,311
21-8AJ-12609,9,167,174125.78999999998,2,1,1,211
21-8AJ-12617,0,73,25728.629999999986,1,2,3,123
21-8AJ-12618,21,17,4436.080000000001,3,4,4,344
21-8AJ-12626,105,41,12350.259999999997,4,3,4,434
21-8AJ-12629,4,125,77172.83999999998,2,1,1,211
21-8AJ-12632,4,120,70015.85999999997,2,1,1,211
21-8AJ-12633,120,120,61276.499999999985,4,1,2,412
21-8AJ-12637,367,59,36183.99999999999,4,3,3,433
21-8AJ-12640,377,17,7598.139999999999,4,4,4,444
21-8AJ-1265,3,128,98472.19999999995,1,1,1,111
21-8AJ-12650,27,36,34639.43000000001,3,3,3,333
21-8AJ-12655,0,47,40546.45999999999,1,3,2,132
21-8AJ-12657,19,56,32507.269999999986,3,3,3,333
21-8AJ-12664,365,127,41290.53000000004,4,1,2,412
21-8AJ-12674,20,22,18501.52,3,4,3,343
21-8AJ-12682,519,9,9028.050000000001,4,4,4,444
21-8AJ-12691,367,13,12645.460000000001,4,4,4,444
21-8AJ-12695,6,60,47493.53999999999,2,2,2,222
21-8AJ-12697,6,47,27214.91,2,3,3,233
21-8AJ-12700,2,60,39321.68,1,2,2,122
21-8AJ-12701,24,16,10593.35,3,4,4,344
21-8AJ-12705,1,170,138166.98000000004,1,1,1,111
21-8AJ-12707,19,38,32044.29,3,3,3,333
21-8AJ-12709,415,23,16105.429999999998,4,4,4,444
21-8AJ-12719,40,28,16760.470000000005,3,4,4,344
21-8AJ-12722,2,96,73553.18,1,2,1,121
21-8AJ-12724,11,10,5409.709999999999,2,4,4,244
21-8AJ-12726,35,74,26710.879999999997,3,2,3,323
21-8AJ-12731,10,74,61836.539999999964,2,2,2,222
21-8AJ-12732,2,104,66166.02000000002,1,1,2,112
21-8AJ-12733,23,58,27856.250000000004,3,3,3,333
21-8AJ-12734,1,178,144559.98,1,1,1,111
21-8AJ-12735,368,43,54160.33000000001,4,3,2,432
21-8AJ-12745,28,55,55623.81000000001,3,3,2,332
21-8AJ-12747,5,11,8872.21,2,4,4,244
21-8AJ-12751,8,94,53378.67999999996,2,2,2,222
21-8AJ-12767,15,119,86823.81000000001,3,1,1,311
21-8AJ-12768,4,96,67414.68000000002,2,2,2,222
21-8AJ-12773,7,172,88488.36999999995,2,1,1,211
21-8AJ-12774,1,162,66740.25000000006,1,1,2,112
21-8AJ-1278,1,43,34210.060000000005,1,3,3,133
21-8AJ-12795,5,65,26919.720000000012,2,2,3,223
21-8AJ-12799,3,116,39164.87,1,1,2,112
21-8AJ-12803,1,590,394268.4700000004,1,1,1,111
21-8AJ-12804,9,63,32078.849999999984,2,2,3,223
21-8AJ-12810,3,115,65302.24,1,1,2,112
21-8AJ-1282,7,110,59247.34,2,1,2,212
21-8AJ-12824,0,108,105930.94999999997,1,1,1,111
21-8AJ-12829,4,34,31474.390000000007,2,3,3,233
21-8AJ-12840,1,151,110231.06999999999,1,1,1,111
21-8AJ-12842,14,65,42499.659999999996,3,2,2,322
21-8AJ-12847,1,151,93334.32999999997,1,1,1,111
21-8AJ-12849,146,25,15103.980000000001,4,4,4,444
21-8AJ-12853,1,52,53682.859999999986,1,3,2,132
21-8AJ-12854,58,82,134220.39,4,2,1,421
21-8AJ-12859,4,84,76361.61000000004,2,2,1,221
21-8AJ-12862,15,56,44985.770000000004,3,3,2,332
21-8AJ-12865,2,250,271283.4499999999,1,1,1,111
21-8AJ-12867,23,55,51579.280000000006,3,3,2,332
21-8AJ-12868,0,148,93695.73000000001,1,1,1,111
21-8AJ-12870,9,300,233630.26000000027,2,1,1,211
21-8AJ-12877,2,277,61862.85999999999,1,1,2,112
21-8AJ-12878,368,45,10062.169999999998,4,3,4,434
21-8AJ-12880,367,166,35056.27000000005,4,1,3,413
21-8AJ-12883,367,213,53636.92000000014,4,1,2,412
21-8AJ-12888,367,107,30224.579999999994,4,1,3,413
21-8AJ-12903,375,45,19440.68,4,3,3,433
21-8AJ-12906,68,119,61364.44999999997,4,1,2,412
21-8AJ-12909,17,43,20745.719999999994,3,3,3,333
21-8AJ-12918,27,39,46810.38,3,3,2,332
21-8AJ-12920,22,102,89284.74999999997,3,1,1,311
21-8AJ-1293,0,66,41660.13000000002,1,2,2,122
21-8AJ-12930,15,23,17526.28,3,4,4,344
21-8AJ-12935,2,184,100344.38000000005,1,1,1,111
21-8AJ-12936,2,26,17761.6,1,4,4,144
21-8AJ-12938,7,50,28242.27,2,3,3,233
21-8AJ-1294,365,3,1534.9999999999998,4,4,4,444
21-8AJ-12942,26,31,15692.52,3,4,4,344
21-8AJ-12945,2,70,22344.68999999999,1,2,3,123
21-8AJ-12946,15,17,4441.25,3,4,4,344
21-8AJ-12948,13,121,39082.75000000002,3,1,2,312
21-8AJ-12952,25,26,22402.030000000002,3,4,3,343
21-8AJ-12953,6,322,228615.19999999995,2,1,1,211
21-8AJ-12978,3,143,64698.38,1,1,2,112
21-8AJ-12979,367,31,13601.879999999997,4,4,4,444
21-8AJ-1299,45,1,909.41,3,4,4,344
21-8AJ-12991,20,69,45873.36999999997,3,2,2,322
21-8AJ-12992,5,109,82191.90000000002,2,1,1,211
21-8AJ-12996,4,85,65793.91999999997,2,2,2,222
21-8AJ-13,58,82,27706.159999999993,4,2,3,423
21-8AJ-13004,2,108,95819.34000000003,1,1,1,111
21-8AJ-13006,6,49,24990.719999999998,2,3,3,233
21-8AJ-13009,63,37,20324.170000000002,4,3,3,433
21-8AJ-13012,366,51,46189.210000000014,4,3,2,432
21-8AJ-13014,36,58,31174.320000000003,3,3,3,333
21-8AJ-13015,2,143,111256.85,1,1,1,111
21-8AJ-13020,5,156,95604.40999999995,2,1,1,211
21-8AJ-13022,3,55,32731.37,1,3,3,133
21-8AJ-13031,368,21,11839.819999999998,4,4,4,444
21-8AJ-13032,23,82,48651.74999999998,3,2,2,322
21-8AJ-13033,0,96,53740.639999999985,1,2,2,122
21-8AJ-13037,88,14,7358.47,4,4,4,444
21-8AJ-13040,10,34,18789.92,2,3,3,233
21-8AJ-13041,1,75,39479.079999999994,1,2,2,122
21-8AJ-13044,63,123,47213.27000000002,4,1,2,412
21-8AJ-1305,5,83,63881.420000000006,2,2,2,222
21-8AJ-13051,373,61,40930.38000000003,4,2,2,422
21-8AJ-13053,26,145,160545.54000000007,3,1,1,311
21-8AJ-1306,3,59,43397.899999999994,1,3,2,132
21-8AJ-13062,11,76,58936.81999999998,2,2,2,222
21-8AJ-13064,380,27,15784.98,4,4,4,444
21-8AJ-13068,16,78,51236.58000000001,3,2,2,322
21-8AJ-13069,3,35,38325.060000000005,1,3,2,132
21-8AJ-1307,81,44,42624.65999999999,4,3,2,432
21-8AJ-13073,34,19,22078.51,3,4,3,343
21-8AJ-13077,39,46,46251.81,3,3,2,332
21-8AJ-13081,32,151,131284.24000000005,3,1,1,311
21-8AJ-13082,2,247,197110.8100000005,1,1,1,111
21-8AJ-13089,5,196,139619.91000000006,2,1,1,211
21-8AJ-13091,27,101,82198.42000000001,3,1,1,311
21-8AJ-13092,1,68,77400.06000000001,1,2,1,121
21-8AJ-13094,3,159,96364.27999999994,1,1,1,111
21-8AJ-13095,3,113,61544.479999999945,1,1,2,112
21-8AJ-13097,21,62,39898.08999999999,3,2,2,322
21-8AJ-13098,0,129,94420.86,1,1,1,111
21-8AJ-131,1,203,136632.08000000002,1,1,1,111
21-8AJ-13101,2,138,71068.67,1,1,1,111
21-8AJ-13103,3,159,63317.08000000003,1,1,2,112
21-8AJ-13106,9,33,27916.22,2,3,3,233
21-8AJ-13111,366,49,54309.56000000001,4,3,2,432
21-8AJ-13116,399,11,8958.33,4,4,4,444
21-8AJ-13118,11,70,46825.48000000003,2,2,2,222
21-8AJ-13119,1,75,35258.349999999984,1,2,3,123
21-8AJ-13121,484,3,2335.48,4,4,4,444
21-8AJ-13127,5,67,55972.19999999999,2,2,2,222
21-8AJ-13130,3,31,25263.590000000004,1,4,3,143
21-8AJ-13131,0,69,46199.56000000001,1,2,2,122
21-8AJ-13132,6,47,26499.659999999993,2,3,3,233
21-8AJ-13135,39,10,7063.359999999999,3,4,4,344
21-8AJ-13140,7,42,29122.870000000003,2,3,3,233
21-8AJ-13148,366,71,52997.87999999998,4,2,2,422
21-8AJ-13152,24,26,31207.07,3,4,3,343
21-8AJ-13153,36,125,105462.00999999998,3,1,1,311
21-8AJ-13160,4,18,9140.37,2,4,4,244
21-8AJ-13162,23,138,64514.160000000054,3,1,2,312
21-8AJ-13165,19,87,37755.850000000006,3,2,2,322
21-8AJ-13168,15,31,13314.350000000002,3,4,4,344
21-8AJ-13170,0,479,317495.24999999994,1,1,1,111
21-8AJ-13171,7,34,23667.789999999997,2,3,3,233
21-8AJ-13172,23,82,39796.55999999999,3,2,2,322
21-8AJ-13173,26,38,21838.339999999997,3,3,3,333
21-8AJ-13179,3,68,33669.91000000001,1,2,3,123
21-8AJ-1318,19,386,317718.51000000007,3,1,1,311
21-8AJ-13181,1,385,273633.1099999999,1,1,1,111
21-8AJ-1319,4,140,97079.85000000002,2,1,1,211
21-8AJ-13190,375,53,39865.340000000004,4,3,2,432
21-8AJ-13193,1,263,188891.12000000008,1,1,1,111
21-8AJ-13201,57,11,3939.98,4,4,4,444
21-8AJ-13206,3,127,269516.55999999994,1,1,1,111
21-8AJ-13211,29,45,14496.560000000001,3,3,4,334
21-8AJ-13216,16,42,44150.66000000001,3,3,2,332
21-8AJ-13223,2,182,144250.5700000001,1,1,1,111
21-8AJ-13228,27,14,8731.169999999998,3,4,4,344
21-8AJ-13229,20,6,6005.030000000001,3,4,4,344
21-8AJ-13230,57,68,38542.26000000001,4,2,2,422
21-8AJ-13238,426,9,7894.249999999999,4,4,4,444
21-8AJ-13242,2,41,21513.080000000005,1,3,3,133
21-8AJ-13243,26,70,32712.819999999992,3,2,3,323
21-8AJ-13246,1,88,41357.400000000016,1,2,2,122
21-8AJ-13248,31,40,18691.890000000003,3,3,3,333
21-8AJ-1325,45,58,26290.33000000001,3,3,3,333
21-8AJ-13255,4,241,110494.7300000001,2,1,1,211
21-8AJ-1326,4,30,23367.18000000001,2,4,3,243
21-8AJ-13261,10,47,28312.05,2,3,3,233
21-8AJ-13268,33,44,28603.539999999997,3,3,3,333
21-8AJ-1328,3,54,38384.49,1,3,2,132
21-8AJ-13288,3,72,59295.409999999996,1,2,2,122
21-8AJ-13295,31,41,30944.210000000006,3,3,3,333
21-8AJ-13297,70,181,129451.8300000001,4,1,1,411
21-8AJ-13312,4,66,26871.67,2,2,3,223
21-8AJ-13314,445,3,822.1099999999999,4,4,4,444
21-8AJ-13322,390,27,7727.120000000001,4,4,4,444
21-8AJ-13325,6,99,81131.26000000001,2,2,1,221
21-8AJ-13326,6,249,274282.71000000014,2,1,1,211
21-8AJ-13331,5,38,13937.169999999996,2,3,4,234
21-8AJ-13341,3,151,144285.71000000002,1,1,1,111
21-8AJ-13346,3,130,117778.04999999996,1,1,1,111
21-8AJ-1335,389,24,19298.040000000005,4,4,3,443
21-8AJ-13352,5,104,87527.40999999993,2,1,1,211
21-8AJ-13353,33,63,49684.03999999998,3,2,2,322
21-8AJ-13360,2,74,31545.550000000003,1,2,3,123
21-8AJ-13363,11,113,149674.46,2,1,1,211
21-8AJ-13371,0,291,209695.28999999998,1,1,1,111
21-8AJ-13372,2,565,527023.4099999996,1,1,1,111
21-8AJ-13373,13,62,99134.63000000002,3,2,1,321
21-8AJ-13379,0,256,181200.82000000015,1,1,1,111
21-8AJ-13382,53,116,77576.17,4,1,1,411
21-8AJ-13384,1,94,43373.34000000003,1,2,2,122
21-8AJ-13385,2,222,160270.09000000005,1,1,1,111
21-8AJ-13395,16,28,22110.73,3,4,3,343
21-8AJ-13397,1,121,71374.65999999997,1,1,1,111
21-8AJ-13403,366,52,35182.270000000004,4,3,3,433
21-8AJ-13417,14,104,36579.17,3,1,3,313
21-8AJ-13425,57,73,26908.790000000008,4,2,3,423
21-8AJ-13426,389,48,15275.529999999999,4,3,4,434
21-8AJ-1343,3,123,78904.76999999999,1,1,1,111
21-8AJ-13431,2,148,98084.26999999996,1,1,1,111
21-8AJ-13433,2,66,59948.04999999997,1,2,2,122
21-8AJ-13435,0,172,173529.39999999988,1,1,1,111
21-8AJ-13440,8,45,43763.63999999998,2,3,2,232
21-8AJ-13444,12,30,25940.879999999994,3,4,3,343
21-8AJ-13445,371,15,16360.669999999998,4,4,4,444
21-8AJ-13450,0,244,168078.27999999997,1,1,1,111
21-8AJ-13454,8,203,104981.56,2,1,1,211
21-8AJ-13456,8,35,12093.009999999998,2,3,4,234
21-8AJ-13458,377,56,18949.02999999999,4,3,3,433
21-8AJ-13462,2,82,57140.219999999965,1,2,2,122
21-8AJ-13466,5,71,54228.29000000001,2,2,2,222
21-8AJ-1347,1,109,69398.25000000001,1,1,1,111
21-8AJ-13471,432,26,21504.81,4,4,3,443
21-8AJ-13475,24,55,24884.289999999994,3,3,3,333
21-8AJ-13478,2,140,71248.78000000001,1,1,1,111
21-8AJ-13480,2,162,143311.53,1,1,1,111
21-8AJ-13481,17,153,102710.86000000002,3,1,1,311
21-8AJ-13483,23,72,55566.97,3,2,2,322
21-8AJ-13495,10,164,220012.88999999993,2,1,1,211
21-8AJ-13502,5,52,26026.840000000004,2,3,3,233
21-8AJ-13505,7,51,26844.580000000005,2,3,3,233
21-8AJ-13509,3,91,66428.15999999997,1,2,2,122
21-8AJ-13512,4,58,40190.31999999999,2,3,2,232
21-8AJ-13513,368,43,21380.21,4,3,3,433
21-8AJ-1352,368,49,28130.430000000008,4,3,3,433
21-8AJ-13520,1,170,98780.03000000004,1,1,1,111
21-8AJ-13528,17,293,159478.25999999995,3,1,1,311
21-8AJ-13534,0,259,159960.21000000014,1,1,1,111
21-8AJ-13535,392,67,40275.89,4,2,2,422
21-8AJ-13538,422,10,6205.099999999999,4,4,4,444
21-8AJ-13543,9,29,28648.829999999998,2,4,3,243
21-8AJ-13545,2,319,184613.37999999998,1,1,1,111
21-8AJ-13546,1,201,182766.30999999982,1,1,1,111
21-8AJ-13555,15,21,10522.970000000001,3,4,4,344
21-8AJ-13558,6,21,9063.679999999998,2,4,4,244
21-8AJ-13566,0,33,13729.78,1,3,4,134
21-8AJ-13571,2,143,77940.87999999996,1,1,1,111
21-8AJ-13572,1,89,41078.78000000002,1,2,2,122
21-8AJ-13574,1,37,18281.36,1,3,4,134
21-8AJ-13580,1,153,64857.11999999999,1,1,2,112
21-8AJ-13583,2,279,209447.84000000005,1,1,1,111
21-8AJ-13584,31,45,30421.82,3,3,3,333
21-8AJ-1359,1,311,133839.55000000002,1,1,1,111
21-8AJ-13590,16,143,78179.75999999998,3,1,1,311
21-8AJ-13598,2,49,52999.64999999998,1,3,2,132
21-8AJ-13601,2,31,15511.009999999998,1,4,4,144
21-8AJ-13604,4,80,79268.33999999997,2,2,1,221
21-8AJ-13605,1,414,252496.4100000001,1,1,1,111
21-8AJ-13617,379,37,19292.56,4,3,3,433
21-8AJ-13620,4,69,30372.190000000017,2,2,3,223
21-8AJ-13626,5,32,22952.67,2,4,3,243
21-8AJ-13628,50,114,77427.60000000003,4,1,1,411
21-8AJ-1363,27,52,58013.12,3,3,2,332
21-8AJ-13634,11,92,81545.94999999991,2,2,1,221
21-8AJ-13637,6,178,111116.5799999999,2,1,1,211
21-8AJ-13645,19,71,79004.55,3,2,1,321
21-8AJ-13657,282,82,69212.41999999998,4,2,2,422
21-8AJ-13659,1,45,28654.36,1,3,3,133
21-8AJ-13669,2,181,170028.23000000007,1,1,1,111
21-8AJ-1367,13,73,67853.19,3,2,2,322
21-8AJ-13670,8,52,30210.759999999995,2,3,3,233
21-8AJ-13672,1,74,33257.19000000001,1,2,3,123
21-8AJ-13673,17,70,35065.12,3,2,3,323
21-8AJ-13675,51,118,79551.56999999999,4,1,1,411
21-8AJ-13685,3,34,15360.149999999996,1,3,4,134
21-8AJ-13688,16,73,28713.820000000007,3,2,3,323
21-8AJ-13689,32,32,14478.169999999998,3,4,4,344
21-8AJ-13692,15,53,21304.390000000003,3,3,3,333
21-8AJ-13696,366,127,53696.86,4,1,2,412
21-8AJ-13697,367,40,14884.370000000004,4,3,4,434
21-8AJ-13708,3,181,105536.36999999997,1,1,1,111
21-8AJ-13713,2,139,75253.79000000002,1,1,1,111
21-8AJ-13715,2,61,26367.27,1,2,3,123
21-8AJ-13726,36,10,9022.59,3,4,4,344
21-8AJ-13728,0,114,54888.86000000002,1,1,2,112
21-8AJ-13731,18,41,11706.729999999996,3,3,4,334
21-8AJ-13732,6,23,6995.299999999999,2,4,4,244
21-8AJ-13736,20,29,10816.649999999998,3,4,4,344
21-8AJ-1375,4,94,63696.78000000001,2,2,2,222
21-8AJ-13751,21,29,8483.020000000002,3,4,4,344
21-8AJ-13752,2,166,108776.30000000002,1,1,1,111
21-8AJ-13758,26,267,155501.13,3,1,1,311
21-8AJ-13760,501,9,6381.869999999999,4,4,4,444
21-8AJ-13771,10,68,29377.629999999997,2,2,3,223
21-8AJ-13775,4,83,27509.609999999997,2,2,3,223
21-8AJ-13776,12,38,13051.120000000003,3,3,4,334
21-8AJ-1378,1,136,45290.26999999999,1,1,2,112
21-8AJ-13782,1,82,58127.93000000001,1,2,2,122
21-8AJ-13787,59,40,31236.820000000007,4,3,3,433
21-8AJ-13789,56,44,34852.78,4,3,3,433
21-8AJ-13791,62,21,19776.52,4,4,3,443
21-8AJ-13794,54,178,129000.83999999995,4,1,1,411
21-8AJ-13797,370,72,60315.51000000001,4,2,2,422
21-8AJ-13799,382,65,52708.55,4,2,2,422
21-8AJ-13800,35,184,70084.62999999998,3,1,1,311
21-8AJ-13802,20,115,67237.49999999997,3,1,2,312
21-8AJ-13805,6,54,33537.759999999995,2,3,3,233
21-8AJ-13806,3,115,47350.10999999999,1,1,2,112
21-8AJ-13808,37,45,18408.570000000003,3,3,3,333
21-8AJ-13809,12,107,43057.78999999998,3,1,2,312
21-8AJ-1381,2,92,40321.51999999996,1,2,2,122
21-8AJ-13817,2,82,55144.01,1,2,2,122
21-8AJ-13821,3,103,80318.08999999998,1,1,1,111
21-8AJ-13823,1,44,35746.79000000001,1,3,3,133
21-8AJ-13827,13,181,173951.38000000006,3,1,1,311
21-8AJ-13832,1,39,94480.45999999998,1,3,1,131
21-8AJ-13834,13,59,127022.10999999999,3,3,1,331
21-8AJ-13837,6,54,121398.54000000004,2,3,1,231
21-8AJ-13841,398,28,77827.08,4,4,1,441
21-8AJ-13848,20,32,13026.270000000002,3,4,4,344
21-8AJ-13854,381,33,15406.17,4,3,4,434
21-8AJ-13857,14,98,56400.39,3,2,2,322
21-8AJ-13862,56,58,47894.80000000001,4,3,2,432
21-8AJ-13875,2,38,22563.319999999996,1,3,3,133
21-8AJ-13881,3,305,226943.17000000036,1,1,1,111
21-8AJ-13883,369,54,40034.72999999999,4,3,2,432
21-8AJ-13884,367,47,25017.010000000002,4,3,3,433
21-8AJ-13889,13,32,20414.799999999992,3,4,3,343
21-8AJ-13890,2,51,18387.050000000007,1,3,3,133
21-8AJ-13898,0,71,23681.78,1,2,3,123
21-8AJ-13906,365,14,4212.61,4,4,4,444
21-8AJ-13908,365,55,21061.940000000002,4,3,3,433
21-8AJ-13921,0,33,23211.14,1,3,3,133
21-8AJ-13926,365,47,29114.370000000006,4,3,3,433
21-8AJ-13929,5,77,41814.469999999994,2,2,2,222
21-8AJ-13932,3,81,37802.66999999999,1,2,2,122
21-8AJ-13933,37,140,74504.10000000002,3,1,1,311
21-8AJ-13937,368,50,42058.17000000001,4,3,2,432
21-8AJ-13938,5,98,80708.83,2,2,1,221
21-8AJ-1394,1,399,296842.59999999957,1,1,1,111
21-8AJ-13942,0,210,86658.42999999996,1,1,1,111
21-8AJ-13943,0,68,18960.250000000004,1,2,3,123
21-8AJ-13958,1,60,19092.899999999998,1,2,3,123
21-8AJ-13960,19,11,5040.499999999999,3,4,4,344
21-8AJ-13962,51,51,13938.03,4,3,4,434
21-8AJ-13965,369,96,29393.969999999994,4,2,3,423
21-8AJ-13979,365,51,12375.439999999997,4,3,4,434
21-8AJ-1398,365,60,15479.989999999994,4,2,4,424
21-8AJ-13982,499,3,696.19,4,4,4,444
21-8AJ-13984,5,171,67557.48000000001,2,1,2,212
21-8AJ-13986,47,43,32632.32999999999,3,3,3,333
21-8AJ-13987,8,117,113845.38999999998,2,1,1,211
21-8AJ-13992,3,70,29676.890000000018,1,2,3,123
21-8AJ-14,27,77,81437.86000000002,3,2,1,321
21-8AJ-14003,2,57,33204.170000000006,1,3,3,133
21-8AJ-14006,23,18,11209.39,3,4,4,344
21-8AJ-1401,47,20,15347.080000000002,3,4,4,344
21-8AJ-14010,369,50,35668.62000000001,4,3,3,433
21-8AJ-14020,0,175,99041.05000000002,1,1,1,111
21-8AJ-14022,365,40,16789.959999999995,4,3,4,434
21-8AJ-14024,418,21,6215.129999999999,4,4,4,444
21-8AJ-14026,2,41,27200.99000000001,1,3,3,133
21-8AJ-14032,61,64,19234.84,4,2,3,423
21-8AJ-14038,4,74,22399.679999999993,2,2,3,223
21-8AJ-14042,45,201,63116.070000000014,3,1,2,312
21-8AJ-14051,366,129,45750.53,4,1,2,412
21-8AJ-14052,370,104,30506.05,4,1,3,413
21-8AJ-14055,369,19,5081.2300000000005,4,4,4,444
21-8AJ-14056,367,130,43198.54000000002,4,1,2,412
21-8AJ-14057,369,222,75261.58000000005,4,1,1,411
21-8AJ-1407,1,120,42860.58999999996,1,1,2,112
21-8AJ-14075,58,82,59761.269999999975,4,2,2,422
21-8AJ-14077,2,56,52920.869999999995,1,3,2,132
21-8AJ-14096,4,37,28027.23999999999,2,3,3,233
21-8AJ-14097,7,40,25624.660000000007,2,3,3,233
21-8AJ-141,439,5,2451.28,4,4,4,444
21-8AJ-14105,1,341,213951.72999999992,1,1,1,111
21-8AJ-14106,4,44,53152.76000000001,2,3,2,232
21-8AJ-1411,31,75,93091.62000000001,3,2,1,321
21-8AJ-14118,69,20,14865.6,4,4,4,444
21-8AJ-14125,53,111,74624.94999999997,4,1,1,411
21-8AJ-1413,384,32,14469.830000000002,4,4,4,444
21-8AJ-14136,21,133,87296.38000000003,3,1,1,311
21-8AJ-14139,0,67,58493.35999999999,1,2,2,122
21-8AJ-14142,2,28,27820.879999999997,1,4,3,143
21-8AJ-14147,5,162,183012.1300000001,2,1,1,211
21-8AJ-1415,3,74,57591.26000000004,1,2,2,122
21-8AJ-14157,8,4,1635.98,2,4,4,244
21-8AJ-14161,15,29,9904.230000000001,3,4,4,344
21-8AJ-14165,3,241,206954.37000000014,1,1,1,111
21-8AJ-14166,10,25,9559.86,2,4,4,244
21-8AJ-14173,0,49,47648.780000000006,1,3,2,132
21-8AJ-14176,5,77,108618.52000000002,2,2,1,221
21-8AJ-1418,2,165,154727.67999999976,1,1,1,111
21-8AJ-14184,53,37,30903.5,4,3,3,433
21-8AJ-14190,368,142,97439.83000000002,4,1,1,411
21-8AJ-14199,2,71,59590.230000000025,1,2,2,122
21-8AJ-14204,4,29,34938.66,2,4,3,243
21-8AJ-14208,7,195,171698.94999999992,2,1,1,211
21-8AJ-14210,9,155,82967.23999999998,2,1,1,211
21-8AJ-14214,11,79,86217.27,2,2,1,221
21-8AJ-14218,395,49,44491.06000000001,4,3,2,432
21-8AJ-14220,1,104,81290.76000000001,1,1,1,111
21-8AJ-14225,1,62,67511.60999999999,1,2,2,122
21-8AJ-14229,1,96,78296.68000000004,1,2,1,121
21-8AJ-14236,4,4,1416.5199999999998,2,4,4,244
21-8AJ-14237,1,64,42170.56000000001,1,2,2,122
21-8AJ-14246,0,102,33809.47,1,1,3,113
21-8AJ-14247,42,91,28092.669999999984,3,2,3,323
21-8AJ-14249,1,45,11356.750000000002,1,3,4,134
21-8AJ-14253,195,11,5132.61,4,4,4,444
21-8AJ-14255,4,48,46335.38999999999,2,3,2,232
21-8AJ-14258,8,176,128475.90999999997,2,1,1,211
21-8AJ-14259,10,26,19922.780000000002,2,4,3,243
21-8AJ-14268,1,170,91258.21000000004,1,1,1,111
21-8AJ-14273,2,69,36276.66000000001,1,2,3,123
21-8AJ-14275,0,64,59858.03,1,2,2,122
21-8AJ-14278,2,65,52711.710000000014,1,2,2,122
21-8AJ-14279,5,47,29440.980000000007,2,3,3,233
21-8AJ-14282,7,149,141870.38,2,1,1,211
21-8AJ-14289,1,59,37759.200000000004,1,3,2,132
21-8AJ-14294,0,217,127710.75999999997,1,1,1,111
21-8AJ-14298,21,176,106032.52000000003,3,1,1,311
21-8AJ-1431,46,176,60020.490000000034,3,1,2,312
21-8AJ-14311,18,179,79243.92000000004,3,1,1,311
21-8AJ-14317,4,193,81864.78000000006,2,1,1,211
21-8AJ-14321,7,81,48722.20999999998,2,2,2,222
21-8AJ-14326,6,118,68164.51000000001,2,1,2,212
21-8AJ-1433,93,28,6543.89,4,4,4,444
21-8AJ-14331,1,52,17075.209999999995,1,3,4,134
21-8AJ-14336,6,109,56793.03,2,1,2,212
21-8AJ-14340,2,46,18560.059999999994,1,3,3,133
21-8AJ-14343,16,73,34005.83,3,2,3,323
21-8AJ-14346,1,73,32501.48000000001,1,2,3,123
21-8AJ-14348,367,107,37875.2,4,1,2,412
21-8AJ-14349,377,20,7883.49,4,4,4,444
21-8AJ-14352,371,77,29444.66,4,2,3,423
21-8AJ-1436,7,171,106352.43000000005,2,1,1,211
21-8AJ-1437,4,135,25726.270000000004,2,1,3,213
21-8AJ-14371,440,14,3471.7299999999996,4,4,4,444
21-8AJ-1438,11,83,94594.83000000002,2,2,1,221
21-8AJ-14380,1,89,56065.210000000014,1,2,2,122
21-8AJ-14383,11,208,177597.01000000007,2,1,1,211
21-8AJ-14387,1,185,230658.17999999996,1,1,1,111
21-8AJ-14391,19,148,84948.56999999988,3,1,1,311
21-8AJ-14392,19,87,29348.310000000016,3,2,3,323
21-8AJ-14393,376,45,13575.589999999997,4,3,4,434
21-8AJ-14397,16,1,203.64,3,4,4,344
21-8AJ-14400,0,68,118406.28999999996,1,2,1,121
